,Date from,Cash rate target %,Owner occupied (principal and interest)(%pa),ehl70_pi,1 Year Fixed (%pa),2 Year Fixed (%pa),3 Year Fixed (%pa),4 Year Fixed (%pa),5 Year Fixed (%pa),Percentage Change from Corresponding Quarter of Previous Year ;  All groups CPI ;  Australia ;,Unemployment rate ;  Persons ;.1,confidence
447,2014-08-01 00:00:00.000000,,,,,,,,,,6.092774,
87,2014-08-06 00:00:00.000000,2.5,,,,,,,,,,
0,2014-08-15 00:00:00.000000,,,,,,5.09,5.24,,,,
500,2014-09-01 00:00:00.000000,,,,,,,,,,,22.5
273,2014-09-01 00:00:00.000000,,,,,,,,,2.3,,
448,2014-09-01 00:00:00.000000,,,,,,,,,,6.2265786,
86,2014-09-03 00:00:00.000000,2.5,,,,,,,,,,
501,2014-10-01 00:00:00.000000,,,,,,,,,,,
449,2014-10-01 00:00:00.000000,,,,,,,,,,6.3592656,
85,2014-10-08 00:00:00.000000,2.5,,,,,,,,,,
450,2014-11-01 00:00:00.000000,,,,,,,,,,6.2999767,
502,2014-11-01 00:00:00.000000,,,,,,,,,,,
84,2014-11-05 00:00:00.000000,2.5,,,,,,,,,,
274,2014-12-01 00:00:00.000000,,,,,,,,,1.7,,
451,2014-12-01 00:00:00.000000,,,,,,,,,,6.1105686,
503,2014-12-01 00:00:00.000000,,,,,,,,,,,
83,2014-12-03 00:00:00.000000,2.5,,,,,,,,,,
452,2015-01-01 00:00:00.000000,,,,,,,,,,6.3428037,
504,2015-01-01 00:00:00.000000,,,,,,,,,,,
505,2015-02-01 00:00:00.000000,,,,,,,,,,,
453,2015-02-01 00:00:00.000000,,,,,,,,,,6.1598652,
82,2015-02-04 00:00:00.000000,2.25,,,,,,,,,,
83,2015-02-06 00:00:00.000000,,,,,,4.84,,4.84,,,
82,2015-02-16 00:00:00.000000,,,,4.84,4.74,,5.14,4.74,,,
15,2015-02-20 00:00:00.000000,,5.65,,,,,,,,,
275,2015-03-01 00:00:00.000000,,,,,,,,,1.3,,
454,2015-03-01 00:00:00.000000,,,,,,,,,,6.1054541,
506,2015-03-01 00:00:00.000000,,,,,,,,,,,
81,2015-03-04 00:00:00.000000,2.25,,,,,,,,,,
507,2015-04-01 00:00:00.000000,,,,,,,,,,,
455,2015-04-01 00:00:00.000000,,,,,,,,,,6.1120876,
80,2015-04-08 00:00:00.000000,2.25,,,,,,,,,,
456,2015-05-01 00:00:00.000000,,,,,,,,,,5.9364049,
508,2015-05-01 00:00:00.000000,,,,,,,,,,,
79,2015-05-06 00:00:00.000000,2.0,,,,,,,,,,
14,2015-05-13 00:00:00.000000,,5.45,,,,,,,,,
457,2015-06-01 00:00:00.000000,,,,,,,,,,6.0015912,
509,2015-06-01 00:00:00.000000,,,,,,,,,,,
276,2015-06-01 00:00:00.000000,,,,,,,,,1.5,,
78,2015-06-03 00:00:00.000000,2.0,,,,,,,,,,
458,2015-07-01 00:00:00.000000,,,,,,,,,,6.2610675,
510,2015-07-01 00:00:00.000000,,,,,,,,,,,
77,2015-07-08 00:00:00.000000,2.0,,,,,,,,,,
81,2015-07-22 00:00:00.000000,,,,4.64,4.64,4.64,4.84,4.94,,,
511,2015-08-01 00:00:00.000000,,,,,,,,,,,22.580000000000002
459,2015-08-01 00:00:00.000000,,,,,,,,,,6.0840663,
76,2015-08-05 00:00:00.000000,2.0,,,,,,,,,,
13,2015-08-10 00:00:00.000000,,,,,,,,,,,
80,2015-08-24 00:00:00.000000,,,,,4.44,4.54,,,,,
277,2015-09-01 00:00:00.000000,,,,,,,,,1.5,,
512,2015-09-01 00:00:00.000000,,,,,,,,,,,22.0
460,2015-09-01 00:00:00.000000,,,,,,,,,,6.1591485,
75,2015-09-02 00:00:00.000000,2.0,,,,,,,,,,
461,2015-10-01 00:00:00.000000,,,,,,,,,,5.9135494,
513,2015-10-01 00:00:00.000000,,,,,,,,,,,
74,2015-10-07 00:00:00.000000,2.0,,,,,,,,,,
462,2015-11-01 00:00:00.000000,,,,,,,,,,5.8562233,
514,2015-11-01 00:00:00.000000,,,,,,,,,,,
73,2015-11-04 00:00:00.000000,2.0,,,,,,,,,,
79,2015-11-09 00:00:00.000000,,,,4.54,4.34,4.44,4.74,4.74,,,
12,2015-11-20 00:00:00.000000,,5.6,,,,,,,,,
278,2015-12-01 00:00:00.000000,,,,,,,,,1.7,,
515,2015-12-01 00:00:00.000000,,,,,,,,,,,
463,2015-12-01 00:00:00.000000,,,,,,,,,,5.747885,
72,2015-12-02 00:00:00.000000,2.0,,,,,,,,,,
464,2016-01-01 00:00:00.000000,,,,,,,,,,6.0314022,
516,2016-01-01 00:00:00.000000,,,,,,,,,,,
465,2016-02-01 00:00:00.000000,,,,,,,,,,5.7078671,
517,2016-02-01 00:00:00.000000,,,,,,,,,,,
71,2016-02-03 00:00:00.000000,2.0,,,,,,,,,,
466,2016-03-01 00:00:00.000000,,,,,,,,,,5.6570919,
518,2016-03-01 00:00:00.000000,,,,,,,,,,,
279,2016-03-01 00:00:00.000000,,,,,,,,,1.3,,
70,2016-03-02 00:00:00.000000,2.0,,,,,,,,,,
467,2016-04-01 00:00:00.000000,,,,,,,,,,5.6467028,
519,2016-04-01 00:00:00.000000,,,,,,,,,,,
69,2016-04-06 00:00:00.000000,2.0,,,,,,,,,,
520,2016-05-01 00:00:00.000000,,,,,,,,,,,
468,2016-05-01 00:00:00.000000,,,,,,,,,,5.727705,
68,2016-05-04 00:00:00.000000,1.75,,,,,,,,,,
11,2016-05-20 00:00:00.000000,,5.35,,,,,,,,,
469,2016-06-01 00:00:00.000000,,,,,,,,,,5.6847447,
521,2016-06-01 00:00:00.000000,,,,,,,,,,,
280,2016-06-01 00:00:00.000000,,,,,,,,,1.0,,
67,2016-06-08 00:00:00.000000,1.75,,,,,,,,,,
470,2016-07-01 00:00:00.000000,,,,,,,,,,5.6784836,
522,2016-07-01 00:00:00.000000,,,,,,,,,,,
66,2016-07-06 00:00:00.000000,1.75,,,,,,,,,,
471,2016-08-01 00:00:00.000000,,,,,,,,,,5.6065406,
523,2016-08-01 00:00:00.000000,,,,,,,,,,,23.6
65,2016-08-03 00:00:00.000000,1.5,,,,,,,,,,
10,2016-08-19 00:00:00.000000,,5.22,,,,,,,,,
281,2016-09-01 00:00:00.000000,,,,,,,,,1.3,,
472,2016-09-01 00:00:00.000000,,,,,,,,,,5.6382376,
524,2016-09-01 00:00:00.000000,,,,,,,,,,,23.32
78,2016-09-02 00:00:00.000000,,,,,3.99,4.04,,4.14,,,
64,2016-09-07 00:00:00.000000,1.5,,,,,,,,,,
473,2016-10-01 00:00:00.000000,,,,,,,,,,5.573945,
525,2016-10-01 00:00:00.000000,,,,,,,,,,,
63,2016-10-05 00:00:00.000000,1.5,,,,,,,,,,
474,2016-11-01 00:00:00.000000,,,,,,,,,,5.763137,
526,2016-11-01 00:00:00.000000,,,,,,,,,,,
62,2016-11-02 00:00:00.000000,1.5,,,,,,,,,,
475,2016-12-01 00:00:00.000000,,,,,,,,,,5.8368297,
527,2016-12-01 00:00:00.000000,,,,,,,,,,,
282,2016-12-01 00:00:00.000000,,,,,,,,,1.5,,
77,2016-12-02 00:00:00.000000,,,,,4.14,4.24,4.54,4.74,,,
61,2016-12-07 00:00:00.000000,1.5,,,,,,,,,,
9,2016-12-16 00:00:00.000000,,,,,,,,,,,
476,2017-01-01 00:00:00.000000,,,,,,,,,,5.6939271,
528,2017-01-01 00:00:00.000000,,,,,,,,,,,
477,2017-02-01 00:00:00.000000,,,,,,,,,,5.8716567,
529,2017-02-01 00:00:00.000000,,,,,,,,,,,
60,2017-02-08 00:00:00.000000,1.5,,,,,,,,,,
478,2017-03-01 00:00:00.000000,,,,,,,,,,5.8633265,
530,2017-03-01 00:00:00.000000,,,,,,,,,,,
283,2017-03-01 00:00:00.000000,,,,,,,,,2.1,,
59,2017-03-08 00:00:00.000000,1.5,,,,,,,,,,
8,2017-03-17 00:00:00.000000,,,,,,,,,,,
531,2017-04-01 00:00:00.000000,,,,,,,,,,,
479,2017-04-01 00:00:00.000000,,,,,,,,,,5.6190661,
7,2017-04-03 00:00:00.000000,,,,,,,,,,,
58,2017-04-05 00:00:00.000000,1.5,,,,,,,,,,
480,2017-05-01 00:00:00.000000,,,,,,,,,,5.5534006,
532,2017-05-01 00:00:00.000000,,,,,,,,,,,
57,2017-05-03 00:00:00.000000,1.5,,,,,,,,,,
6,2017-05-08 00:00:00.000000,,5.25,,,,,,,,,
533,2017-06-01 00:00:00.000000,,,,,,,,,,,
284,2017-06-01 00:00:00.000000,,,,,,,,,1.9,,
481,2017-06-01 00:00:00.000000,,,,,,,,,,5.5821758,
56,2017-06-07 00:00:00.000000,1.5,,,,,,,,,,
482,2017-07-01 00:00:00.000000,,,,,,,,,,5.575685,
534,2017-07-01 00:00:00.000000,,,,,,,,,,,
55,2017-07-05 00:00:00.000000,1.5,,,,,,,,,,
5,2017-07-07 00:00:00.000000,,5.22,,,,,,,,,
535,2017-08-01 00:00:00.000000,,,,,,,,,,,22.4
483,2017-08-01 00:00:00.000000,,,,,,,,,,5.5128063,
54,2017-08-02 00:00:00.000000,1.5,,,,,,,,,,
76,2017-08-11 00:00:00.000000,,,,4.14,,4.14,,4.54,,,
285,2017-09-01 00:00:00.000000,,,,,,,,,1.8,,
536,2017-09-01 00:00:00.000000,,,,,,,,,,,22.64
484,2017-09-01 00:00:00.000000,,,,,,,,,,5.4365137,
53,2017-09-06 00:00:00.000000,1.5,,,,,,,,,,
75,2017-09-12 00:00:00.000000,,,,,,,4.34,4.34,,,
537,2017-10-01 00:00:00.000000,,,,,,,,,,,
485,2017-10-01 00:00:00.000000,,,,,,,,,,5.3508634,
52,2017-10-04 00:00:00.000000,1.5,,,,,,,,,,
538,2017-11-01 00:00:00.000000,,,,,,,,,,,
486,2017-11-01 00:00:00.000000,,,,,,,,,,5.4190444,
51,2017-11-08 00:00:00.000000,1.5,,,,,,,,,,
487,2017-12-01 00:00:00.000000,,,,,,,,,,5.6109246,
286,2017-12-01 00:00:00.000000,,,,,,,,,1.9,,
539,2017-12-01 00:00:00.000000,,,,,,,,,,,
50,2017-12-06 00:00:00.000000,1.5,,,,,,,,,,
488,2018-01-01 00:00:00.000000,,,,,,,,,,5.5189966,
540,2018-01-01 00:00:00.000000,,,,,,,,,,,
489,2018-02-01 00:00:00.000000,,,,,,,,,,5.590852,
541,2018-02-01 00:00:00.000000,,,,,,,,,,,
49,2018-02-07 00:00:00.000000,1.5,,,,,,,,,,
287,2018-03-01 00:00:00.000000,,,,,,,,,1.9,,
542,2018-03-01 00:00:00.000000,,,,,,,,,,,
490,2018-03-01 00:00:00.000000,,,,,,,,,,5.5256844,
74,2018-03-02 00:00:00.000000,,,,4.04,4.04,,,4.54,,,
48,2018-03-07 00:00:00.000000,1.5,,,,,,,,,,
491,2018-04-01 00:00:00.000000,,,,,,,,,,5.5350843,
543,2018-04-01 00:00:00.000000,,,,,,,,,,,
47,2018-04-04 00:00:00.000000,1.5,,,,,,,,,,
492,2018-05-01 00:00:00.000000,,,,,,,,,,5.4064082,
544,2018-05-01 00:00:00.000000,,,,,,,,,,,
46,2018-05-02 00:00:00.000000,1.5,,,,,,,,,,
545,2018-06-01 00:00:00.000000,,,,,,,,,,,
288,2018-06-01 00:00:00.000000,,,,,,,,,2.1,,
493,2018-06-01 00:00:00.000000,,,,,,,,,,5.2980134,
45,2018-06-06 00:00:00.000000,1.5,,,,,,,,,,
494,2018-07-01 00:00:00.000000,,,,,,,,,,5.2732177,
546,2018-07-01 00:00:00.000000,,,,,,,,,,,
44,2018-07-04 00:00:00.000000,1.5,,,,,,,,,,
73,2018-07-30 00:00:00.000000,,,,,3.94,4.04,,,,,
495,2018-08-01 00:00:00.000000,,,,,,,,,,5.2653788,
547,2018-08-01 00:00:00.000000,,,,,,,,,,,23.380000000000003
43,2018-08-08 00:00:00.000000,1.5,,,,,,,,,,
548,2018-09-01 00:00:00.000000,,,,,,,,,,,23.46
289,2018-09-01 00:00:00.000000,,,,,,,,,1.9,,
496,2018-09-01 00:00:00.000000,,,,,,,,,,5.0008998,
42,2018-09-05 00:00:00.000000,1.5,,,,,,,,,,
497,2018-10-01 00:00:00.000000,,,,,,,,,,4.9786365,
549,2018-10-01 00:00:00.000000,,,,,,,,,,,
41,2018-10-03 00:00:00.000000,1.5,,,,,,,,,,
4,2018-10-04 00:00:00.000000,,5.37,,,,,,,,,
9,2018-10-23 00:00:00.000000,,,3.79,,,,,,,,
550,2018-11-01 00:00:00.000000,,,,,,,,,,,
498,2018-11-01 00:00:00.000000,,,,,,,,,,5.1029428,
40,2018-11-07 00:00:00.000000,1.5,,,,,,,,,,
290,2018-12-01 00:00:00.000000,,,,,,,,,1.8,,
499,2018-12-01 00:00:00.000000,,,,,,,,,,5.0111135,
551,2018-12-01 00:00:00.000000,,,,,,,,,,,
39,2018-12-05 00:00:00.000000,1.5,,,,,,,,,,
500,2019-01-01 00:00:00.000000,,,,,,,,,,5.0613469,
552,2019-01-01 00:00:00.000000,,,,,,,,,,,
553,2019-02-01 00:00:00.000000,,,,,,,,,,,
501,2019-02-01 00:00:00.000000,,,,,,,,,,4.9896894,
38,2019-02-06 00:00:00.000000,1.5,,,,,,,,,,
554,2019-03-01 00:00:00.000000,,,,,,,,,,,
502,2019-03-01 00:00:00.000000,,,,,,,,,,5.1074573,
291,2019-03-01 00:00:00.000000,,,,,,,,,1.3,,
37,2019-03-06 00:00:00.000000,1.5,,,,,,,,,,
503,2019-04-01 00:00:00.000000,,,,,,,,,,5.2176929,
555,2019-04-01 00:00:00.000000,,,,,,,,,,,
36,2019-04-03 00:00:00.000000,1.5,,,,,,,,,,
72,2019-04-09 00:00:00.000000,,,,,,3.94,4.24,4.24,,,
556,2019-05-01 00:00:00.000000,,,,,,,,,,,
504,2019-05-01 00:00:00.000000,,,,,,,,,,5.2217085,
35,2019-05-08 00:00:00.000000,1.5,,,,,,,,,,
505,2019-06-01 00:00:00.000000,,,,,,,,,,5.2231094,
557,2019-06-01 00:00:00.000000,,,,,,,,,,,
292,2019-06-01 00:00:00.000000,,,,,,,,,1.6,,
34,2019-06-05 00:00:00.000000,1.25,,,,,,,,,,
3,2019-06-25 00:00:00.000000,,5.12,,,,,,,,,
8,2019-06-25 00:00:00.000000,,,3.54,,,,,,,,
506,2019-07-01 00:00:00.000000,,,,,,,,,,5.2470932,
558,2019-07-01 00:00:00.000000,,,,,,,,,,,
33,2019-07-03 00:00:00.000000,1.0,,,,,,,,,,
2,2019-07-23 00:00:00.000000,,4.93,,,,,,,,,
7,2019-07-23 00:00:00.000000,,,3.35,,,,,,,,
71,2019-07-26 00:00:00.000000,,,,,3.33,3.43,,3.64,,,
559,2019-08-01 00:00:00.000000,,,,,,,,,,,23.14
507,2019-08-01 00:00:00.000000,,,,,,,,,,5.2521667,
32,2019-08-07 00:00:00.000000,1.0,,,,,,,,,,
560,2019-09-01 00:00:00.000000,,,,,,,,,,,22.56
293,2019-09-01 00:00:00.000000,,,,,,,,,1.7,,
508,2019-09-01 00:00:00.000000,,,,,,,,,,5.1789587,
31,2019-09-04 00:00:00.000000,1.0,,,,,,,,,,
70,2019-09-24 00:00:00.000000,,,,3.44,,,3.64,,,,
561,2019-10-01 00:00:00.000000,,,,,,,,,,,
509,2019-10-01 00:00:00.000000,,,,,,,,,,5.2692589,
30,2019-10-02 00:00:00.000000,0.75,,,,,,,,,,
69,2019-10-03 00:00:00.000000,,,,,3.14,3.14,,,,,
6,2019-10-22 00:00:00.000000,,,3.22,,,,,,,,
1,2019-10-22 00:00:00.000000,,4.8,,,,,,,,,
562,2019-11-01 00:00:00.000000,,,,,,,,,,,
510,2019-11-01 00:00:00.000000,,,,,,,,,,5.1498564,
29,2019-11-06 00:00:00.000000,0.75,,,,,,,,,,
563,2019-12-01 00:00:00.000000,,,,,,,,,,,
511,2019-12-01 00:00:00.000000,,,,,,,,,,5.0541901,
294,2019-12-01 00:00:00.000000,,,,,,,,,1.8,,
28,2019-12-04 00:00:00.000000,0.75,,,,,,,,,,
512,2020-01-01 00:00:00.000000,,,,,,,,,,5.2936199,
564,2020-01-01 00:00:00.000000,,,,,,,,,,,
513,2020-02-01 00:00:00.000000,,,,,,,,,,5.1119512,
565,2020-02-01 00:00:00.000000,,,,,,,,,,,
27,2020-02-05 00:00:00.000000,0.75,,,,,,,,,,
68,2020-02-14 00:00:00.000000,,,,3.14,,,3.34,3.34,,,
514,2020-03-01 00:00:00.000000,,,,,,,,,,5.2425763,
295,2020-03-01 00:00:00.000000,,,,,,,,,2.2,,
566,2020-03-01 00:00:00.000000,,,,,,,,,,,
26,2020-03-04 00:00:00.000000,0.5,,,,,,,,,,
25,2020-03-20 00:00:00.000000,0.25,,,,,,,,,,
0,2020-03-24 00:00:00.000000,,4.55,,,,,,,,,
5,2020-03-24 00:00:00.000000,,,2.97,,,,,,,,
67,2020-03-30 00:00:00.000000,,,,2.44,2.44,2.44,3.14,3.14,,,
567,2020-04-01 00:00:00.000000,,,,,,,,,,,
515,2020-04-01 00:00:00.000000,,,,,,,,,,6.3362686,
4,2020-04-07 00:00:00.000000,,,2.79,,,,,,,,
24,2020-04-08 00:00:00.000000,0.25,,,,,,,,,,
516,2020-05-01 00:00:00.000000,,,,,,,,,,7.0434864,
568,2020-05-01 00:00:00.000000,,,,,,,,,,,
23,2020-05-06 00:00:00.000000,0.25,,,,,,,,,,
569,2020-06-01 00:00:00.000000,,,,,,,,,,,
296,2020-06-01 00:00:00.000000,,,,,,,,,-0.3,,
517,2020-06-01 00:00:00.000000,,,,,,,,,,7.3860355,
22,2020-06-03 00:00:00.000000,0.25,,,,,,,,,,
570,2020-07-01 00:00:00.000000,,,,,,,,,,,
518,2020-07-01 00:00:00.000000,,,,,,,,,,7.4758278,
21,2020-07-08 00:00:00.000000,0.25,,,,,,,,,,
519,2020-08-01 00:00:00.000000,,,,,,,,,,6.7996802,
571,2020-08-01 00:00:00.000000,,,,,,,,,,,17.82
20,2020-08-05 00:00:00.000000,0.25,,,,,,,,,,
297,2020-09-01 00:00:00.000000,,,,,,,,,0.7,,
520,2020-09-01 00:00:00.000000,,,,,,,,,,6.8820351,
572,2020-09-01 00:00:00.000000,,,,,,,,,,,18.36
19,2020-09-02 00:00:00.000000,0.25,,,,,,,,,,
3,2020-09-25 00:00:00.000000,,,2.69,,,,,,,,
573,2020-10-01 00:00:00.000000,,,,,,,,,,,
521,2020-10-01 00:00:00.000000,,,,,,,,,,6.9343217,
18,2020-10-07 00:00:00.000000,0.25,,,,,,,,,,
522,2020-11-01 00:00:00.000000,,,,,,,,,,6.8201383,
574,2020-11-01 00:00:00.000000,,,,,,,,,,,
17,2020-11-04 00:00:00.000000,0.1,,,,,,,,,,
66,2020-11-11 00:00:00.000000,,,,2.34,2.29,2.29,2.14,,,,
298,2020-12-01 00:00:00.000000,,,,,,,,,0.9,,
575,2020-12-01 00:00:00.000000,,,,,,,,,,,
523,2020-12-01 00:00:00.000000,,,,,,,,,,6.5869895,
16,2020-12-02 00:00:00.000000,0.1,,,,,,,,,,
576,2021-01-01 00:00:00.000000,,,,,,,,,,,
524,2021-01-01 00:00:00.000000,,,,,,,,,,6.3732415,
577,2021-02-01 00:00:00.000000,,,,,,,,,,,
525,2021-02-01 00:00:00.000000,,,,,,,,,,5.8382305,
15,2021-02-03 00:00:00.000000,0.1,,,,,,,,,,
578,2021-03-01 00:00:00.000000,,,,,,,,,,,
299,2021-03-01 00:00:00.000000,,,,,,,,,1.1,,
526,2021-03-01 00:00:00.000000,,,,,,,,,,5.6583703,
14,2021-03-03 00:00:00.000000,0.1,,,,,,,,,,
65,2021-03-22 00:00:00.000000,,,,2.24,2.09,,2.34,,,,
527,2021-04-01 00:00:00.000000,,,,,,,,,,5.4337444,
579,2021-04-01 00:00:00.000000,,,,,,,,,,,
13,2021-04-07 00:00:00.000000,0.1,,,,,,,,,,
528,2021-05-01 00:00:00.000000,,,,,,,,,,5.0903792,
580,2021-05-01 00:00:00.000000,,,,,,,,,,,
12,2021-05-05 00:00:00.000000,0.1,,,,,,,,,,
64,2021-05-21 00:00:00.000000,,,,,,2.34,2.39,,,,
300,2021-06-01 00:00:00.000000,,,,,,,,,3.8,,
581,2021-06-01 00:00:00.000000,,,,,,,,,,,
529,2021-06-01 00:00:00.000000,,,,,,,,,,4.9289553,
11,2021-06-02 00:00:00.000000,0.1,,,,,,,,,,
582,2021-07-01 00:00:00.000000,,,,,,,,,,,
530,2021-07-01 00:00:00.000000,,,,,,,,,,4.6459956,
10,2021-07-07 00:00:00.000000,0.1,,,,,,,,,,
583,2021-08-01 00:00:00.000000,,,,,,,,,,,20.119999999999997
531,2021-08-01 00:00:00.000000,,,,,,,,,,4.5460741,
9,2021-08-04 00:00:00.000000,0.1,,,,,,,,,,
63,2021-08-10 00:00:00.000000,,,,,2.14,,2.44,,,,
532,2021-09-01 00:00:00.000000,,,,,,,,,,4.6525101,
584,2021-09-01 00:00:00.000000,,,,,,,,,,,20.32
301,2021-09-01 00:00:00.000000,,,,,,,,,3.0,,
8,2021-09-08 00:00:00.000000,0.1,,,,,,,,,,
585,2021-10-01 00:00:00.000000,,,,,,,,,,,
533,2021-10-01 00:00:00.000000,,,,,,,,,,5.2220566,
7,2021-10-06 00:00:00.000000,0.1,,,,,,,,,,
62,2021-10-15 00:00:00.000000,,,,2.14,2.24,2.44,2.54,,,,
2,2021-10-15 00:00:00.000000,,,2.29,,,,,,,,
586,2021-11-01 00:00:00.000000,,,,,,,,,,,
534,2021-11-01 00:00:00.000000,,,,,,,,,,4.5972877,
6,2021-11-03 00:00:00.000000,0.1,,,,,,,,,,
61,2021-11-05 00:00:00.000000,,,,2.49,2.49,2.84,3.04,3.24,,,
60,2021-11-26 00:00:00.000000,,,,2.64,2.74,3.14,3.24,3.54,,,
535,2021-12-01 00:00:00.000000,,,,,,,,,,4.1644518,
302,2021-12-01 00:00:00.000000,,,,,,,,,3.5,,
587,2021-12-01 00:00:00.000000,,,,,,,,,,,
5,2021-12-08 00:00:00.000000,0.1,,,,,,,,,,
59,2021-12-16 00:00:00.000000,,,,2.69,2.84,3.29,3.49,3.74,,,
588,2022-01-01 00:00:00.000000,,,,,,,,,,,
536,2022-01-01 00:00:00.000000,,,,,,,,,,4.1762619,
589,2022-02-01 00:00:00.000000,,,,,,,,,,,
537,2022-02-01 00:00:00.000000,,,,,,,,,,4.0205581,
4,2022-02-02 00:00:00.000000,0.1,,,,,,,,,,
1,2022-02-03 00:00:00.000000,,,,,,,,,,,
58,2022-02-03 00:00:00.000000,,,,2.74,2.99,3.39,3.69,3.94,,,
57,2022-02-21 00:00:00.000000,,,,2.94,3.14,3.64,3.84,4.14,,,
538,2022-03-01 00:00:00.000000,,,,,,,,,,3.9297003,
590,2022-03-01 00:00:00.000000,,,,,,,,,,,
303,2022-03-01 00:00:00.000000,,,,,,,,,5.1,,
3,2022-03-02 00:00:00.000000,0.1,,,,,,,,,,
56,2022-03-25 00:00:00.000000,,,,3.14,3.44,3.94,4.14,4.44,,,
0,2022-03-25 00:00:00.000000,,,2.19,,,,,,,,
591,2022-04-01 00:00:00.000000,,,,,,,,,,,
539,2022-04-01 00:00:00.000000,,,,,,,,,,3.8530407,
2,2022-04-06 00:00:00.000000,0.1,,,,,,,,,,
55,2022-04-12 00:00:00.000000,,,,,3.94,4.34,4.54,4.64,,,
592,2022-05-01 00:00:00.000000,,,,,,,,,,,
1,2022-05-04 00:00:00.000000,0.35,,,,,,,,,,
593,2022-06-01 00:00:00.000000,,,,,,,,,,,
0,2022-06-08 00:00:00.000000,0.85,,,,,,,,,,
66,2022-06-08 01:15:46.648177,,,2.44,,,,,,,,
69,2022-06-08 01:15:46.648177,,4.8,,,,,,,,,
77,2022-06-08 01:22:28.591153,,,2.44,,,,,,,,
80,2022-06-08 01:22:28.591153,,4.8,,,,,,,,,
88,2022-06-16 23:12:01.464143,,,2.44,,,,,,,,
91,2022-06-16 23:12:01.465143,,4.8,,,,,,,,,
99,2022-06-19 05:01:39.228791,,,2.94,,,,,,,,
102,2022-06-19 05:01:39.229789,,5.3,,,,,,,,,
110,2022-06-30 12:47:27.145732,,,2.79,,,,,,,,
113,2022-06-30 12:47:27.145732,,5.3,,,,,,,,,
594,2022-07-01 00:00:00.000000,,,,,,,,,,,
58,2022-07-08 05:21:46.360545,,5.3,,,,,,,,,
55,2022-07-08 05:21:46.360545,,,2.79,,,,,,,,
44,2022-07-28 16:37:19.366890,,,3.29,,,,,,,,
47,2022-07-28 16:37:19.366890,,5.8,,,,,,,,,
33,2022-07-31 13:10:08.724902,,,3.29,,,,,,,,
36,2022-07-31 13:10:08.725891,,5.8,,,,,,,,,
595,2022-08-01 00:00:00.000000,,,,,,,,,,,
22,2022-08-07 19:51:44.569954,,,3.29,,,,,,,,
25,2022-08-07 19:51:44.570945,,5.8,,,,,,,,,
11,2022-08-08 13:59:32.114654,,,3.29,,,,,,,,
14,2022-08-08 13:59:32.114654,,5.8,,,,,,,,,
0,2022-08-13 12:25:03.215938,,,3.79,,,,,,,,
3,2022-08-13 12:25:03.215938,,6.3,,,,,,,,,
596,2022-09-01 00:00:00.000000,,,,,,,,,,,
597,2022-10-01 00:00:00.000000,,,,,,,,,,,
598,2022-11-01 00:00:00.000000,,,,,,,,,,,
599,2022-12-01 00:00:00.000000,0.85,6.3,3.79,3.14,3.94,4.34,4.54,4.64,5.1,3.8530407,20.32
